task,task_type,router,beneficial_auc_mean,beneficial_auc_std,beneficial_auc_mean_std,beneficial_ap_mean,beneficial_ap_std,beneficial_ap_mean_std,precision_at_10_mean,precision_at_10_std,precision_at_10_mean_std,precision_at_20_mean,precision_at_20_std,precision_at_20_mean_std,ndcg_at_10_mean,ndcg_at_10_std,ndcg_at_10_mean_std,ndcg_at_20_mean,ndcg_at_20_std,ndcg_at_20_mean_std,utility_spearman_mean,utility_spearman_std,utility_spearman_mean_std,n_seeds
BACE,classification,random,0.501328678707374,0.04252565690186296,0.501329 +/- 0.042526,0.5184813290650057,0.059576988387213065,0.518481 +/- 0.059577,0.5083333333333334,0.10992421631894099,0.508333 +/- 0.109924,0.5166666666666666,0.0887803156360938,0.516667 +/- 0.088780,0.08769311535878378,0.09615994006182375,0.087693 +/- 0.096160,0.10981410636274165,0.09372463178814282,0.109814 +/- 0.093725,0.0037436594255307125,0.073495358876345,0.003744 +/- 0.073495,5
BACE,classification,uncertainty,0.47187922370832036,0.012199344354051298,0.471879 +/- 0.012199,0.4839443357300509,0.024326269737150685,0.483944 +/- 0.024326,0.4333333333333334,0.020412414523193135,0.433333 +/- 0.020412,0.4291666666666666,0.042898458920779176,0.429167 +/- 0.042898,0.1200028682607324,0.026884555117185696,0.120003 +/- 0.026885,0.1732871143226294,0.0234163771662393,0.173287 +/- 0.023416,-0.06551936543712301,0.04147063769566126,-0.065519 +/- 0.041471,5
BBBP,classification,R0_raw_utility,0.5162170858272299,0.022612479641306873,0.516217 +/- 0.022612,0.6541705156533502,0.027371924810116494,0.654171 +/- 0.027372,0.7466666666666667,0.06182412330330473,0.746667 +/- 0.061824,0.6459016393442623,0.035312556112357396,0.645902 +/- 0.035313,0.18148312268949224,0.04339840529328428,0.181483 +/- 0.043398,0.2194251149151773,0.03636931614756269,0.219425 +/- 0.036369,0.025621951629894408,0.032988490945853766,0.025622 +/- 0.032988,5
BBBP,classification,R1_binary,0.5533638165253018,0.031122953147706404,0.553364 +/- 0.031123,0.6844455962389999,0.04754815959269319,0.684446 +/- 0.047548,0.7799999999999999,0.11274356350191843,0.780000 +/- 0.112744,0.7049180327868853,0.10824638701127329,0.704918 +/- 0.108246,0.15194122652621217,0.07141928327578335,0.151941 +/- 0.071419,0.1745159013516251,0.0564396403684118,0.174516 +/- 0.056440,0.11248112858067882,0.05177714939148705,0.112481 +/- 0.051777,5
BBBP,classification,R2_margin_binary,0.5541904092754277,0.040289321397230404,0.554190 +/- 0.040289,0.6715989109186187,0.04047982435163107,0.671599 +/- 0.040480,0.7066666666666668,0.06463573143221774,0.706667 +/- 0.064636,0.6983606557377049,0.06098713192701074,0.698361 +/- 0.060987,0.14077041926802625,0.04282246591172568,0.140770 +/- 0.042822,0.21754326983951905,0.07355173904055669,0.217543 +/- 0.073552,0.12403621230947966,0.07749865935383773,0.124036 +/- 0.077499,5
BBBP,classification,R3_three_class,0.5500618836777151,0.023266064208224097,0.550062 +/- 0.023266,0.6631423711204227,0.029175282767791043,0.663142 +/- 0.029175,0.7066666666666667,0.05734883511361752,0.706667 +/- 0.057349,0.6754098360655737,0.03004967668823501,0.675410 +/- 0.030050,0.18495061100491741,0.07517826319414585,0.184951 +/- 0.075178,0.23153248807511367,0.08374518504708502,0.231532 +/- 0.083745,0.12364879762643206,0.04399538279096481,0.123649 +/- 0.043995,5
BBBP,classification,R4_pairwise_margin_weighted,0.5494492110737124,0.021199123858117123,0.549449 +/- 0.021199,0.6581746504574164,0.031051010240718283,0.658175 +/- 0.031051,0.6933333333333332,0.09043106644167026,0.693333 +/- 0.090431,0.659016393442623,0.049070916547854976,0.659016 +/- 0.049071,0.14271470394045122,0.05605044161899594,0.142715 +/- 0.056050,0.15822739245911313,0.06008455308771312,0.158227 +/- 0.060085,0.06011986330338866,0.03742610749376317,0.060120 +/- 0.037426,5
BBBP,classification,R5_rank_regression,0.5577441998798877,0.02558198522742041,0.557744 +/- 0.025582,0.6822219497721399,0.014442816593089738,0.682222 +/- 0.014443,0.7533333333333333,0.02666666666666671,0.753333 +/- 0.026667,0.6950819672131148,0.042242946645000425,0.695082 +/- 0.042243,0.16792353068963767,0.04375707194444197,0.167924 +/- 0.043757,0.25171895806793565,0.04635659377045448,0.251719 +/- 0.046357,0.15256241668437537,0.04192626991057626,0.152562 +/- 0.041926,5
BBBP,classification,R6_rank_reliability,0.5494492110737124,0.021199123858117123,0.549449 +/- 0.021199,0.6581746504574164,0.031051010240718283,0.658175 +/- 0.031051,0.6933333333333332,0.09043106644167026,0.693333 +/- 0.090431,0.659016393442623,0.049070916547854976,0.659016 +/- 0.049071,0.14271470394045122,0.05605044161899594,0.142715 +/- 0.056050,0.15822739245911313,0.06008455308771312,0.158227 +/- 0.060085,0.06011986330338866,0.03742610749376317,0.060120 +/- 0.037426,5
BBBP,classification,flexibility,0.4976099704185436,0.0248799743903162,0.497610 +/- 0.024880,0.6216954499760861,0.0398412468249783,0.621695 +/- 0.039841,0.54,0.09752492558885192,0.540000 +/- 0.097525,0.619672131147541,0.06985992050053284,0.619672 +/- 0.069860,0.055800089990908554,0.014517799328382718,0.055800 +/- 0.014518,0.10636738437603402,0.025639169627425316,0.106367 +/- 0.025639,0.00074418321520511,0.0382785705202262,0.000744 +/- 0.038279,5
BBBP,classification,old_voi,0.49383092797269723,0.03210840893847282,0.493831 +/- 0.032108,0.6161923195639311,0.013849763215587875,0.616192 +/- 0.013850,0.5933333333333332,0.0573488351136175,0.593333 +/- 0.057349,0.5868852459016394,0.02409334173229354,0.586885 +/- 0.024093,0.1701100861121478,0.04400955307156054,0.170110 +/- 0.044010,0.2435561150630327,0.054088844387554784,0.243556 +/- 0.054089,0.041163118506633414,0.0478599437572769,0.041163 +/- 0.047860,5
BBBP,classification,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,4.965068306494546e-17,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,1.4895204919483638e-16,1.000000 +/- 0.000000,1.0,1.2161883888976234e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
BBBP,classification,random,0.4943208156806304,0.03362175227467302,0.494321 +/- 0.033622,0.6269746996607151,0.039366673293912254,0.626975 +/- 0.039367,0.6533333333333334,0.06863753427324666,0.653333 +/- 0.068638,0.6,0.06606374321183568,0.600000 +/- 0.066064,0.12744501431440752,0.013129655881016361,0.127445 +/- 0.013130,0.148353122559437,0.014270136769866004,0.148353 +/- 0.014270,-0.012695613189192845,0.03369592278835844,-0.012696 +/- 0.033696,5
BBBP,classification,uncertainty,0.5408053719226993,0.013905010742739471,0.540805 +/- 0.013905,0.6449890308593197,0.015442805944030615,0.644989 +/- 0.015443,0.6133333333333334,0.02666666666666666,0.613333 +/- 0.026667,0.6524590163934426,0.02622950819672129,0.652459 +/- 0.026230,0.3477443314680505,0.08449381717449944,0.347744 +/- 0.084494,0.42480235204793165,0.07470727126000938,0.424802 +/- 0.074707,0.26665334853156136,0.023332084779920808,0.266653 +/- 0.023332,5
ESOL,regression,R0_raw_utility,0.5254813305800627,0.049009262234757094,0.525481 +/- 0.049009,0.5178823666253497,0.05274624408231604,0.517882 +/- 0.052746,0.544,0.13047605144240074,0.544000 +/- 0.130476,0.492,0.0917387595294377,0.492000 +/- 0.091739,0.2539848790952273,0.11523098388700174,0.253985 +/- 0.115231,0.2814659085542427,0.11251180087413025,0.281466 +/- 0.112512,0.07204128248909125,0.11581639783363275,0.072041 +/- 0.115816,5
ESOL,regression,R1_binary,0.491958895587745,0.03661929303354978,0.491959 +/- 0.036619,0.49546493538853476,0.03187747281826493,0.495465 +/- 0.031877,0.528,0.1324235628579748,0.528000 +/- 0.132424,0.5,0.04560701700396554,0.500000 +/- 0.045607,0.18783256480948768,0.06705152535843369,0.187833 +/- 0.067052,0.23734633343571782,0.04935410407205309,0.237346 +/- 0.049354,0.0012383228988806722,0.05971849352922269,0.001238 +/- 0.059718,5
ESOL,regression,R2_margin_binary,0.49601996994654857,0.03279338869645757,0.496020 +/- 0.032793,0.5028391812162717,0.03309809107250419,0.502839 +/- 0.033098,0.512,0.09927738916792686,0.512000 +/- 0.099277,0.496,0.07418894796396562,0.496000 +/- 0.074189,0.2307992808144082,0.05813992450179249,0.230799 +/- 0.058140,0.2666361932126195,0.06713448106177844,0.266636 +/- 0.067134,0.013306621134509583,0.08501716940594878,0.013307 +/- 0.085017,5
ESOL,regression,R3_three_class,0.5021501507403008,0.04665668965708084,0.502150 +/- 0.046657,0.5021806308254861,0.041600400307089384,0.502181 +/- 0.041600,0.528,0.07756287771866127,0.528000 +/- 0.077563,0.472,0.061449165982948875,0.472000 +/- 0.061449,0.2331488613960341,0.10046097625688756,0.233149 +/- 0.100461,0.2549759207445743,0.09351872005998003,0.254976 +/- 0.093519,0.013133447163726048,0.12120331078302929,0.013133 +/- 0.121203,5
ESOL,regression,R4_pairwise_margin_weighted,0.5467263703560469,0.01548689904254115,0.546726 +/- 0.015487,0.5350523992951418,0.04344126813057339,0.535052 +/- 0.043441,0.608,0.06399999999999999,0.608000 +/- 0.064000,0.5439999999999999,0.08428523002282189,0.544000 +/- 0.084285,0.24956649139404305,0.07893891215631592,0.249566 +/- 0.078939,0.2882799961525828,0.06914055153940864,0.288280 +/- 0.069141,0.06957268070574844,0.018791473756731337,0.069573 +/- 0.018791,5
ESOL,regression,R5_rank_regression,0.5150014386101496,0.037707847790003385,0.515001 +/- 0.037708,0.5045414313439603,0.027279321682181043,0.504541 +/- 0.027279,0.42400000000000004,0.11200000000000002,0.424000 +/- 0.112000,0.496,0.0445421149026402,0.496000 +/- 0.044542,0.216328632276843,0.08320653476338805,0.216329 +/- 0.083207,0.2670577944468636,0.06959772064971989,0.267058 +/- 0.069598,0.03944223107569721,0.09280218006655884,0.039442 +/- 0.092802,5
ESOL,regression,R6_rank_reliability,0.5467263703560469,0.01548689904254115,0.546726 +/- 0.015487,0.5350523992951418,0.04344126813057339,0.535052 +/- 0.043441,0.608,0.06399999999999999,0.608000 +/- 0.064000,0.5439999999999999,0.08428523002282189,0.544000 +/- 0.084285,0.24956649139404305,0.07893891215631592,0.249566 +/- 0.078939,0.2882799961525828,0.06914055153940864,0.288280 +/- 0.069141,0.06957268070574844,0.018791473756731337,0.069573 +/- 0.018791,5
ESOL,regression,flexibility,0.513477476159459,0.025221470655470965,0.513477 +/- 0.025221,0.47106624407053027,0.030278017140259152,0.471066 +/- 0.030278,0.384,0.05986651818838305,0.384000 +/- 0.059867,0.46399999999999997,0.04079215610874229,0.464000 +/- 0.040792,0.11867105233200843,0.04782581859634132,0.118671 +/- 0.047826,0.16883180207669182,0.03660847460239756,0.168832 +/- 0.036608,0.003158959743625682,0.04423282257444921,0.003159 +/- 0.044233,5
ESOL,regression,old_voi,0.5097799804877441,0.05937110813705243,0.509780 +/- 0.059371,0.5021826943358134,0.05644167704599015,0.502183 +/- 0.056442,0.472,0.08541662601625048,0.472000 +/- 0.085417,0.484,0.08138795979750323,0.484000 +/- 0.081388,0.23071713656729606,0.09968241492506151,0.230717 +/- 0.099682,0.271197732690701,0.11845506956843907,0.271198 +/- 0.118455,0.018530677290836645,0.14587947010534338,0.018531 +/- 0.145879,5
ESOL,regression,oracle,1.0,0.0,1.000000 +/- 0.000000,1.0,8.599750569898517e-17,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,1.5700924586837752e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
ESOL,regression,random,0.5054095319744635,0.012990904123150801,0.505410 +/- 0.012991,0.4894701737864226,0.04169965242422106,0.489470 +/- 0.041700,0.472,0.06881860213634103,0.472000 +/- 0.068819,0.46399999999999997,0.034409301068170514,0.464000 +/- 0.034409,0.16670307826444009,0.045292258385041174,0.166703 +/- 0.045292,0.21123702512867332,0.04595726162079105,0.211237 +/- 0.045957,0.008271675203946121,0.03722080247423229,0.008272 +/- 0.037221,5
ESOL,regression,uncertainty,0.5537276587434932,0.02816546375490664,0.553728 +/- 0.028165,0.5110606045016848,0.06094787520089736,0.511061 +/- 0.060948,0.45600000000000007,0.17269626515938324,0.456000 +/- 0.172696,0.5680000000000001,0.09516301802696255,0.568000 +/- 0.095163,0.1621078362029547,0.07637264513087345,0.162108 +/- 0.076373,0.3102491414606137,0.07898620454010034,0.310249 +/- 0.078986,0.08666029216467463,0.07154610271854714,0.086660 +/- 0.071546,5
FreeSolv,regression,R0_raw_utility,0.6480832901049413,0.07288598946420652,0.648083 +/- 0.072886,0.3958516248624706,0.10114206950203589,0.395852 +/- 0.101142,0.4903225806451613,0.19822311607402862,0.490323 +/- 0.198223,0.435483870967742,0.1341718344715188,0.435484 +/- 0.134172,0.2988650002317966,0.21529186220506638,0.298865 +/- 0.215292,0.3405923585593583,0.2010019449602139,0.340592 +/- 0.201002,0.13018762861400707,0.13153330355529827,0.130188 +/- 0.131533,5
FreeSolv,regression,R1_binary,0.5996548787001375,0.06634876273965762,0.599655 +/- 0.066349,0.3399926679073504,0.06631937548265965,0.339993 +/- 0.066319,0.4,0.12675408196379678,0.400000 +/- 0.126754,0.332258064516129,0.07468281872767889,0.332258 +/- 0.074683,0.14910098954388334,0.054971560574453106,0.149101 +/- 0.054972,0.18801439215775995,0.0571117612865108,0.188014 +/- 0.057112,0.09429075565390421,0.10157469012259952,0.094291 +/- 0.101575,5
FreeSolv,regression,R2_margin_binary,0.6294298273142671,0.0774307986662676,0.629430 +/- 0.077431,0.39047887215645716,0.07965035376215832,0.390479 +/- 0.079650,0.4709677419354838,0.19843298708683482,0.470968 +/- 0.198433,0.3967741935483871,0.0927103733109672,0.396774 +/- 0.092710,0.2162595480395868,0.08516315857494393,0.216260 +/- 0.085163,0.2739478083108754,0.07418848998566394,0.273948 +/- 0.074188,0.1437797017398004,0.10135219449786251,0.143780 +/- 0.101352,5
FreeSolv,regression,R3_three_class,0.6305274546464059,0.082438520561532,0.630527 +/- 0.082439,0.3763728519746272,0.10559877516574633,0.376373 +/- 0.105599,0.4258064516129032,0.1971704101927242,0.425806 +/- 0.197170,0.3870967741935484,0.11127863426232476,0.387097 +/- 0.111279,0.18411550491123513,0.09999869700848436,0.184116 +/- 0.099999,0.238752763738024,0.09032082993795464,0.238753 +/- 0.090321,0.1498985002374147,0.11248323966491487,0.149899 +/- 0.112483,5
FreeSolv,regression,R4_pairwise_margin_weighted,0.5522936023144709,0.025632913382172363,0.552294 +/- 0.025633,0.32774268313262694,0.02745173789012377,0.327743 +/- 0.027452,0.4774193548387097,0.07184212081070995,0.477419 +/- 0.071842,0.332258064516129,0.06657989496951708,0.332258 +/- 0.066580,0.20127555047342427,0.03847295053991162,0.201276 +/- 0.038473,0.21972728520531565,0.011015749292355426,0.219727 +/- 0.011016,0.04865653970778015,0.09291948668052465,0.048657 +/- 0.092919,5
FreeSolv,regression,R5_rank_regression,0.623167563024091,0.03637859450828704,0.623168 +/- 0.036379,0.38013712469556377,0.05202542963532881,0.380137 +/- 0.052025,0.5483870967741935,0.14134775677552672,0.548387 +/- 0.141348,0.4258064516129032,0.06657989496951706,0.425806 +/- 0.066580,0.19395458737307786,0.06693368954923075,0.193955 +/- 0.066934,0.23936511015704026,0.06513523485904651,0.239365 +/- 0.065135,0.09312430108096233,0.06583080478165733,0.093124 +/- 0.065831,5
FreeSolv,regression,R6_rank_reliability,0.5522936023144709,0.025632913382172363,0.552294 +/- 0.025633,0.32774268313262694,0.02745173789012377,0.327743 +/- 0.027452,0.4774193548387097,0.07184212081070995,0.477419 +/- 0.071842,0.332258064516129,0.06657989496951708,0.332258 +/- 0.066580,0.20127555047342427,0.03847295053991162,0.201276 +/- 0.038473,0.21972728520531565,0.011015749292355426,0.219727 +/- 0.011016,0.04865653970778015,0.09291948668052465,0.048657 +/- 0.092919,5
FreeSolv,regression,flexibility,0.4891614562039761,0.020362553980856204,0.489161 +/- 0.020363,0.23406816835974248,0.029936279347708233,0.234068 +/- 0.029936,0.18064516129032257,0.05624385733600869,0.180645 +/- 0.056244,0.14516129032258066,0.04674637660061109,0.145161 +/- 0.046746,0.12680389230550387,0.06547762965119654,0.126804 +/- 0.065478,0.1382866125441706,0.06569254982324316,0.138287 +/- 0.065693,-0.2812274719588653,0.03824600167777851,-0.281227 +/- 0.038246,5
FreeSolv,regression,old_voi,0.6405141609589242,0.05134382515028838,0.640514 +/- 0.051344,0.43590818045811713,0.05781386282484788,0.435908 +/- 0.057814,0.6,0.1109977453811952,0.600000 +/- 0.110998,0.432258064516129,0.03127535391881502,0.432258 +/- 0.031275,0.5654928715496725,0.1827746234745794,0.565493 +/- 0.182775,0.5555790161050113,0.15531433658134844,0.555579 +/- 0.155314,0.0586978100528576,0.11235395290514863,0.058698 +/- 0.112354,5
FreeSolv,regression,oracle,1.0,0.0,1.000000 +/- 0.000000,0.9999999999999998,1.9860273225978183e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,0.9999999999999998,1.4895204919483638e-16,1.000000 +/- 0.000000,1.0,1.1102230246251565e-16,1.000000 +/- 0.000000,1.0,0.0,1.000000 +/- 0.000000,5
FreeSolv,regression,random,0.4756368387684418,0.03096300896436252,0.475637 +/- 0.030963,0.21578352012048868,0.01887132635139001,0.215784 +/- 0.018871,0.14193548387096774,0.048279450151921824,0.141935 +/- 0.048279,0.20322580645161295,0.03321171013221613,0.203226 +/- 0.033212,0.04397437259410748,0.028286010770467548,0.043974 +/- 0.028286,0.08927959570484592,0.037456616926858415,0.089280 +/- 0.037457,-0.017456711108055654,0.06107833939275355,-0.017457 +/- 0.061078,5
FreeSolv,regression,uncertainty,0.6706832190319865,0.022828515122928817,0.670683 +/- 0.022829,0.3964931239072804,0.034267969609752265,0.396493 +/- 0.034268,0.4129032258064516,0.08751393526613248,0.412903 +/- 0.087514,0.4064516129032258,0.05141089500164266,0.406452 +/- 0.051411,0.5189988561885096,0.05403132069243988,0.518999 +/- 0.054031,0.5375451667097941,0.03940843453704552,0.537545 +/- 0.039408,0.23386940051082386,0.08411270521780935,0.233869 +/- 0.084113,5
HIV,classification,R0_raw_utility,0.5369423987870713,0.013568826289081366,0.536942 +/- 0.013569,0.7235864863708609,0.012272808064327612,0.723586 +/- 0.012273,0.7221052631578948,0.03873340945889281,0.722105 +/- 0.038733,0.7382585751978892,0.014681190230336167,0.738259 +/- 0.014681,0.07940201159631743,0.05217227004232057,0.079402 +/- 0.052172,0.10595922610306215,0.05888914427367404,0.105959 +/- 0.058889,0.03278206107556457,0.024254629415736032,0.032782 +/- 0.024255,5
HIV,classification,R1_binary,0.5913193435599674,0.02887680223439823,0.591319 +/- 0.028877,0.7662056816586321,0.02022533804500405,0.766206 +/- 0.020225,0.7936842105263157,0.02477600483355754,0.793684 +/- 0.024776,0.7868073878627968,0.02996320752839768,0.786807 +/- 0.029963,0.026549534397517293,0.013392829526685942,0.026550 +/- 0.013393,0.05244952424588476,0.02957912896691757,0.052450 +/- 0.029579,0.13332583380140514,0.0246325005541668,0.133326 +/- 0.024633,5
HIV,classification,R2_margin_binary,0.5001868893829576,0.015891967877801144,0.500187 +/- 0.015892,0.707199370099646,0.01568032173562315,0.707199 +/- 0.015680,0.6947368421052632,0.030869217470768814,0.694737 +/- 0.030869,0.696042216358839,0.02460484058443221,0.696042 +/- 0.024605,0.07595102391946071,0.03961913075472191,0.075951 +/- 0.039619,0.1200313560852587,0.024916486494643876,0.120031 +/- 0.024916,0.020185906438413385,0.0411808915008966,0.020186 +/- 0.041181,5
HIV,classification,R3_three_class,0.5212409711255919,0.02028108427912438,0.521241 +/- 0.020281,0.7170484500679567,0.00959193315379008,0.717048 +/- 0.009592,0.7010526315789474,0.04228907247705404,0.701053 +/- 0.042289,0.712401055408971,0.01953219580297809,0.712401 +/- 0.019532,0.13180883715209488,0.03623033363684441,0.131809 +/- 0.036230,0.15632275798365247,0.03018169853245829,0.156323 +/- 0.030182,0.033581752671263496,0.032421267511972524,0.033582 +/- 0.032421,5
HIV,classification,R4_pairwise_margin_weighted,0.524217444237937,0.0177231245968253,0.524217 +/- 0.017723,0.72884660672699,0.01659913912667502,0.728847 +/- 0.016599,0.736842105263158,0.051782626847363566,0.736842 +/- 0.051783,0.729815303430079,0.017786068122799703,0.729815 +/- 0.017786,0.09181692789633125,0.0560442113802842,0.091817 +/- 0.056044,0.11838944081820393,0.05700115007044381,0.118389 +/- 0.057001,0.011544339755845992,0.035495345863673734,0.011544 +/- 0.035495,5
HIV,classification,R5_rank_regression,0.5623092923847974,0.020636679861488684,0.562309 +/- 0.020637,0.745921852426485,0.016593141579936507,0.745922 +/- 0.016593,0.7705263157894737,0.019580079197619244,0.770526 +/- 0.019580,0.7577836411609498,0.011488939871808556,0.757784 +/- 0.011489,0.08489671502269147,0.022283078132652918,0.084897 +/- 0.022283,0.12510006138054267,0.02884528274850406,0.125100 +/- 0.028845,0.2824271960452366,0.020658488946652356,0.282427 +/- 0.020658,5
HIV,classification,R6_rank_reliability,0.524217444237937,0.0177231245968253,0.524217 +/- 0.017723,0.72884660672699,0.01659913912667502,0.728847 +/- 0.016599,0.736842105263158,0.051782626847363566,0.736842 +/- 0.051783,0.729815303430079,0.017786068122799703,0.729815 +/- 0.017786,0.09181692789633125,0.0560442113802842,0.091817 +/- 0.056044,0.11838944081820393,0.05700115007044381,0.118389 +/- 0.057001,0.011544339755845992,0.035495345863673734,0.011544 +/- 0.035495,5
HIV,classification,flexibility,0.4428506214912641,0.009216371479535143,0.442851 +/- 0.009216,0.6765381310975431,0.010063476689783924,0.676538 +/- 0.010063,0.6178947368421053,0.00976170367946914,0.617895 +/- 0.009762,0.6496042216358839,0.01020531905319983,0.649604 +/- 0.010205,0.16960760661982158,0.04569322877545269,0.169608 +/- 0.045693,0.21764240087488734,0.029465680626989506,0.217642 +/- 0.029466,-0.08942939546610913,0.020830084276724933,-0.089429 +/- 0.020830,5
HIV,classification,old_voi,0.5679403180440339,0.011564816359868708,0.567940 +/- 0.011565,0.7540209365407676,0.01112031351242058,0.754021 +/- 0.011120,0.7810526315789474,0.023205692300051168,0.781053 +/- 0.023206,0.775197889182058,0.016213500259353267,0.775198 +/- 0.016214,0.056378901047193584,0.026740679834352285,0.056379 +/- 0.026741,0.09365756271901492,0.034837010741783,0.093658 +/- 0.034837,0.24331611245330795,0.028131884331914117,0.243316 +/- 0.028132,5
